period,cluster,age_bucket,detail_mcod_age
1999_2006,C1143,0-44,45.96335714011793
1999_2006,C1143,45-64,55.15977284418729
1999_2006,C1143,65-79,53.31633249537904
1999_2006,C1143,80+,58.481421667035114
1999_2006,C1144,0-44,43.098464813016705
1999_2006,C1144,45-64,53.654275626718345
1999_2006,C1144,65-79,49.22673574593406
1999_2006,C1144,80+,58.15360488620294
1999_2006,C1145,0-44,51.26032143273307
1999_2006,C1145,45-64,56.49358649874686
1999_2006,C1145,65-79,53.56114076601309
1999_2006,C1145,80+,59.91153913527516
1999_2006,C1146,0-44,46.0047333530837
1999_2006,C1146,45-64,54.5624155390836
1999_2006,C1146,65-79,50.4971967791773
1999_2006,C1146,80+,59.22288824482914
1999_2006,C1147,0-44,46.470733956295696
1999_2006,C1147,45-64,56.30389775610107
1999_2006,C1147,65-79,52.73566464872798
1999_2006,C1147,80+,59.44407252230176
1999_2006,C1148,0-44,48.65391157535802
1999_2006,C1148,45-64,53.977502722778375
1999_2006,C1148,65-79,52.17591580415151
1999_2006,C1148,80+,55.70468326932994
1999_2006,C1149,0-44,48.43312720584856
1999_2006,C1149,45-64,56.01030303864327
1999_2006,C1149,65-79,54.857761940512425
1999_2006,C1149,80+,57.00706508990215
1999_2006,C115,0-44,55.57875535883469
1999_2006,C115,45-64,58.58810427712326
1999_2006,C115,65-79,51.078834880266506
1999_2006,C115,80+,54.01540149002297
1999_2006,C1150,0-44,48.55249516136609
1999_2006,C1150,45-64,53.24867102152286
1999_2006,C1150,65-79,50.830867111060044
1999_2006,C1150,80+,58.09617913584318
1999_2006,C1151,0-44,44.720918484610415
1999_2006,C1151,45-64,53.44165867007998
1999_2006,C1151,65-79,56.06218215413749
1999_2006,C1151,80+,56.35077902104768
1999_2006,C1152,0-44,49.11879616340684
1999_2006,C1152,45-64,51.18042886616459
1999_2006,C1152,65-79,57.89175055572384
1999_2006,C1152,80+,59.2250624003476
1999_2006,C1153,0-44,49.87542796295353
1999_2006,C1153,45-64,57.26131604085295
1999_2006,C1153,65-79,56.26538827885639
1999_2006,C1153,80+,61.12494691452937
1999_2006,C1154,0-44,43.23937521881158
1999_2006,C1154,45-64,51.76478929602901
1999_2006,C1154,65-79,50.752380365190724
1999_2006,C1154,80+,55.45149163873176
1999_2006,C1155,0-44,43.782814856553976
1999_2006,C1155,45-64,53.58147653551103
1999_2006,C1155,65-79,52.22552621359783
1999_2006,C1155,80+,56.333996244414855
1999_2006,C1156,0-44,39.55213319696541
1999_2006,C1156,45-64,49.53547219543722
1999_2006,C1156,65-79,53.968623111081385
1999_2006,C1156,80+,56.47755619605465
1999_2006,C1157,0-44,50.91657562280442
1999_2006,C1157,45-64,50.98528737193601
1999_2006,C1157,65-79,56.609543713062216
1999_2006,C1157,80+,57.25176088226416
1999_2006,C1158,0-44,51.30424834641811
1999_2006,C1158,45-64,57.60417830089419
1999_2006,C1158,65-79,51.800489899148175
1999_2006,C1158,80+,57.04821551163655
1999_2006,C1159,0-44,47.728728018240425
1999_2006,C1159,45-64,50.72891972116177
1999_2006,C1159,65-79,54.274699846254116
1999_2006,C1159,80+,58.615670995799725
1999_2006,C116,0-44,58.150513515772275
1999_2006,C116,45-64,63.13485206780439
1999_2006,C116,65-79,59.50377313666474
1999_2006,C116,80+,58.327486337600064
1999_2006,C1160,0-44,45.41430718472356
1999_2006,C1160,45-64,56.39020513468431
1999_2006,C1160,65-79,53.640167992752005
1999_2006,C1160,80+,58.01126452959847
1999_2006,C1161,0-44,49.189495023244206
1999_2006,C1161,45-64,51.377458290936296
1999_2006,C1161,65-79,49.613755889595076
1999_2006,C1161,80+,55.78698860625551
1999_2006,C1162,0-44,46.375270321512566
1999_2006,C1162,45-64,48.41634121082034
1999_2006,C1162,65-79,52.41778247739087
1999_2006,C1162,80+,59.27620970353399
1999_2006,C1163,0-44,51.836932898202726
1999_2006,C1163,45-64,51.6437458159378
1999_2006,C1163,65-79,54.60460814260211
1999_2006,C1163,80+,57.90486100270777
1999_2006,C1164,0-44,51.79108194869476
1999_2006,C1164,45-64,58.4405602458987
1999_2006,C1164,65-79,53.26914904951115
1999_2006,C1164,80+,59.37207827774699
1999_2006,C1165,0-44,44.997615818758305
1999_2006,C1165,45-64,55.09170238278785
1999_2006,C1165,65-79,53.97646614289973
1999_2006,C1165,80+,57.79754028912067
1999_2006,C1166,0-44,54.1835816280381
1999_2006,C1166,45-64,57.29040370366108
1999_2006,C1166,65-79,54.16650165277983
1999_2006,C1166,80+,57.55925096308719
1999_2006,C1167,0-44,43.620714423740324
1999_2006,C1167,45-64,52.55907735514593
1999_2006,C1167,65-79,54.97529421144934
1999_2006,C1167,80+,56.61517880251995
1999_2006,C1168,0-44,46.37755077771107
1999_2006,C1168,45-64,50.68593315521925
1999_2006,C1168,65-79,51.22674933785782
1999_2006,C1168,80+,56.64611249567808
1999_2006,C1169,0-44,53.708877567054394
1999_2006,C1169,45-64,54.53256816612539
1999_2006,C1169,65-79,57.76048442758489
1999_2006,C1169,80+,59.86670781760326
1999_2006,C117,0-44,54.181164637687196
1999_2006,C117,45-64,63.52733330090474
1999_2006,C117,65-79,59.19390815023144
1999_2006,C117,80+,61.22671278020345
1999_2006,C1170,0-44,50.38483175933978
1999_2006,C1170,45-64,59.08006966866705
1999_2006,C1170,65-79,53.796594083292156
1999_2006,C1170,80+,60.16444265623933
1999_2006,C1171,0-44,47.392198221666426
1999_2006,C1171,45-64,52.79380827506998
1999_2006,C1171,65-79,50.98851390850525
1999_2006,C1171,80+,55.90569508310007
1999_2006,C1172,0-44,47.096772544718576
1999_2006,C1172,45-64,53.643139205518224
1999_2006,C1172,65-79,57.28680190475634
1999_2006,C1172,80+,58.15051110019396
1999_2006,C1173,0-44,53.42008769273011
1999_2006,C1173,45-64,54.34327075892366
1999_2006,C1173,65-79,51.63953571024369
1999_2006,C1173,80+,57.78136006789302
1999_2006,C1174,0-44,50.24086157232017
1999_2006,C1174,45-64,54.385056302346136
1999_2006,C1174,65-79,55.80184311705754
1999_2006,C1174,80+,57.074243682082944
1999_2006,C1175,0-44,47.024545782519205
1999_2006,C1175,45-64,51.19471572737966
1999_2006,C1175,65-79,49.50184337006553
1999_2006,C1175,80+,54.28905068041962
1999_2006,C1176,0-44,52.865491970186184
1999_2006,C1176,45-64,58.314946223246665
1999_2006,C1176,65-79,56.34732136438076
1999_2006,C1176,80+,62.64404325248597
1999_2006,C1177,0-44,46.95106634082618
1999_2006,C1177,45-64,53.019768092675484
1999_2006,C1177,65-79,56.43463061387113
1999_2006,C1177,80+,58.267449273150824
1999_2006,C1178,0-44,49.180317095396845
1999_2006,C1178,45-64,51.27988218282305
1999_2006,C1178,65-79,52.110516931417536
1999_2006,C1178,80+,58.36678270091045
1999_2006,C1179,0-44,48.77463701747052
1999_2006,C1179,45-64,55.331182980046044
1999_2006,C1179,65-79,57.208801721309015
1999_2006,C1179,80+,61.58804517886551
1999_2006,C118,0-44,55.544906221404005
1999_2006,C118,45-64,62.759176465895294
1999_2006,C118,65-79,57.71945408494375
1999_2006,C118,80+,58.43370010900582
1999_2006,C1180,0-44,49.21379009332353
1999_2006,C1180,45-64,53.11787214052239
1999_2006,C1180,65-79,52.32268954276808
1999_2006,C1180,80+,57.813532073253874
1999_2006,C1181,0-44,50.478141078369674
1999_2006,C1181,45-64,55.29865302492735
1999_2006,C1181,65-79,50.344033629194826
1999_2006,C1181,80+,55.388014465960104
1999_2006,C1182,0-44,42.72472380675272
1999_2006,C1182,45-64,52.425165818562014
1999_2006,C1182,65-79,56.61848833658451
1999_2006,C1182,80+,61.84712924337582
1999_2006,C1183,0-44,52.24173139569735
1999_2006,C1183,45-64,54.809319627397656
1999_2006,C1183,65-79,48.456405783971725
1999_2006,C1183,80+,57.405865943674286
1999_2006,C1184,0-44,47.193416408709254
1999_2006,C1184,45-64,52.63180465149263
1999_2006,C1184,65-79,54.00863537344118
1999_2006,C1184,80+,59.35635066387025
1999_2006,C1185,0-44,48.3586430340457
1999_2006,C1185,45-64,52.516099927651744
1999_2006,C1185,65-79,54.26223382938742
1999_2006,C1185,80+,57.25226379801732
1999_2006,C1186,0-44,49.169040146583086
1999_2006,C1186,45-64,51.20739269365373
1999_2006,C1186,65-79,51.67332338379184
1999_2006,C1186,80+,57.2740430001244
1999_2006,C1187,0-44,45.11913792124363
1999_2006,C1187,45-64,48.41874381746842
1999_2006,C1187,65-79,49.21270220441014
1999_2006,C1187,80+,55.71110843504456
1999_2006,C1188,0-44,44.046430756785874
1999_2006,C1188,45-64,56.1748840065941
1999_2006,C1188,65-79,56.762895820731714
1999_2006,C1188,80+,57.481015418886166
1999_2006,C1189,0-44,47.72677265972355
1999_2006,C1189,45-64,53.69606008088085
1999_2006,C1189,65-79,53.852974276972176
1999_2006,C1189,80+,57.55282601988106
1999_2006,C119,0-44,57.99872841782848
1999_2006,C119,45-64,61.56756104581557
1999_2006,C119,65-79,57.317293022228604
1999_2006,C119,80+,60.15947135223952
1999_2006,C1190,0-44,49.776482936270035
1999_2006,C1190,45-64,56.284540224462795
1999_2006,C1190,65-79,55.75281802464735
1999_2006,C1190,80+,58.795251908271034
1999_2006,C1191,0-44,43.20310021608462
1999_2006,C1191,45-64,50.61321271456794
1999_2006,C1191,65-79,52.75750543891448
1999_2006,C1191,80+,57.13639171392085
1999_2006,C1192,0-44,51.88461629782337
1999_2006,C1192,45-64,50.21020113647171
1999_2006,C1192,65-79,48.81373037711531
1999_2006,C1192,80+,59.994172418649306
1999_2006,C1193,0-44,49.91803893598437
1999_2006,C1193,45-64,54.239965688375534
1999_2006,C1193,65-79,52.40218049237877
1999_2006,C1193,80+,57.0582979902663
1999_2006,C1194,0-44,44.970077201374906
1999_2006,C1194,45-64,52.79859083433268
1999_2006,C1194,65-79,56.773156000202775
1999_2006,C1194,80+,59.98844459210095
1999_2006,C1195,0-44,49.48177604875571
1999_2006,C1195,45-64,49.99502733398766
1999_2006,C1195,65-79,50.867986078450244
1999_2006,C1195,80+,56.16001761242914
1999_2006,C1196,0-44,47.165032141593116
1999_2006,C1196,45-64,49.91102862258088
1999_2006,C1196,65-79,53.87140022775643
1999_2006,C1196,80+,58.95348157980549
1999_2006,C1197,0-44,47.79273205695302
1999_2006,C1197,45-64,55.36701562648503
1999_2006,C1197,65-79,56.53220813687444
1999_2006,C1197,80+,59.12721097823744
1999_2006,C1198,0-44,50.15079238726761
1999_2006,C1198,45-64,56.91784752327342
1999_2006,C1198,65-79,50.44021805012417
1999_2006,C1198,80+,57.44829923509059
1999_2006,C1199,0-44,44.5103682623055
1999_2006,C1199,45-64,54.87497792271593
1999_2006,C1199,65-79,53.60643869421185
1999_2006,C1199,80+,56.02280642394859
1999_2006,C12,0-44,55.39380638757578
1999_2006,C12,45-64,63.677103738661444
1999_2006,C12,65-79,59.70955668889127
1999_2006,C12,80+,60.81840182337704
1999_2006,C120,0-44,57.39104348173675
1999_2006,C120,45-64,57.338666341371955
1999_2006,C120,65-79,53.08109936745982
1999_2006,C120,80+,59.319514523554254
1999_2006,C1200,0-44,48.10211310727029
1999_2006,C1200,45-64,56.89984480854096
1999_2006,C1200,65-79,55.6945658251237
1999_2006,C1200,80+,58.79915674085233
1999_2006,C1201,0-44,49.40308668201239
1999_2006,C1201,45-64,57.98492460438491
1999_2006,C1201,65-79,55.127558956106334
1999_2006,C1201,80+,57.8328695106145
1999_2006,C1202,0-44,51.48903098695644
1999_2006,C1202,45-64,58.119962870650546
1999_2006,C1202,65-79,55.419297070937304
1999_2006,C1202,80+,59.93765757593728
1999_2006,C1203,0-44,50.57597696451773
1999_2006,C1203,45-64,58.99883128388385
1999_2006,C1203,65-79,55.317752989694235
1999_2006,C1203,80+,62.28840954149207
1999_2006,C1204,0-44,49.14704998497092
1999_2006,C1204,45-64,57.588176155193494
1999_2006,C1204,65-79,53.305477059823986
1999_2006,C1204,80+,57.00463987351725
1999_2006,C1205,0-44,53.23419708213667
1999_2006,C1205,45-64,55.4839194192022
1999_2006,C1205,65-79,52.18602094431181
1999_2006,C1205,80+,57.84225658765576
1999_2006,C1207,0-44,49.24568619360161
1999_2006,C1207,45-64,57.59715469358128
1999_2006,C1207,65-79,53.63237118036335
1999_2006,C1207,80+,54.89877521423734
1999_2006,C1208,0-44,50.47533419582147
1999_2006,C1208,45-64,53.65806305719623
1999_2006,C1208,65-79,52.59741470009324
1999_2006,C1208,80+,55.849234505313724
1999_2006,C1209,0-44,48.84546527717193
1999_2006,C1209,45-64,55.9511347140561
1999_2006,C1209,65-79,52.31444545621417
1999_2006,C1209,80+,57.28502114014822
1999_2006,C121,0-44,62.700938197390094
1999_2006,C121,45-64,62.44428239107264
1999_2006,C121,65-79,55.27794898303361
1999_2006,C121,80+,58.98144521309038
1999_2006,C1210,0-44,47.354149220690495
1999_2006,C1210,45-64,60.00798316384489
1999_2006,C1210,65-79,57.10990808685968
1999_2006,C1210,80+,58.52588124814075
1999_2006,C1211,0-44,54.591735674135194
1999_2006,C1211,45-64,58.459991681326294
1999_2006,C1211,65-79,56.42315933285104
1999_2006,C1211,80+,61.302639474058715
1999_2006,C1212,0-44,48.818705815909425
1999_2006,C1212,45-64,54.0578381423506
1999_2006,C1212,65-79,53.726078887637804
1999_2006,C1212,80+,59.55846123323365
1999_2006,C1213,0-44,51.09548612917038
1999_2006,C1213,45-64,52.908490977253955
1999_2006,C1213,65-79,54.010690529261616
1999_2006,C1213,80+,58.46432122796345
1999_2006,C1215,0-44,46.25090397288542
1999_2006,C1215,45-64,50.80902487755335
1999_2006,C1215,65-79,53.53005074370175
1999_2006,C1215,80+,59.34878653608338
1999_2006,C1216,0-44,45.179859966869124
1999_2006,C1216,45-64,51.439204749226704
1999_2006,C1216,65-79,54.431039093439836
1999_2006,C1216,80+,58.880881753810506
1999_2006,C1217,0-44,48.464250235609555
1999_2006,C1217,45-64,60.89724269151522
1999_2006,C1217,65-79,58.91366703506831
1999_2006,C1217,80+,62.94955829588358
1999_2006,C1218,0-44,47.0358650118008
1999_2006,C1218,45-64,52.33879846252862
1999_2006,C1218,65-79,48.396458889256984
1999_2006,C1218,80+,56.87521670944567
1999_2006,C1219,0-44,52.91436874857674
1999_2006,C1219,45-64,57.016653790197566
1999_2006,C1219,65-79,56.377799717710914
1999_2006,C1219,80+,58.96019168909806
1999_2006,C122,0-44,57.00486409272459
1999_2006,C122,45-64,65.41762890303097
1999_2006,C122,65-79,60.465736354084285
1999_2006,C122,80+,62.109138301000925
1999_2006,C1220,0-44,48.69805937768349
1999_2006,C1220,45-64,55.71751593606878
1999_2006,C1220,65-79,55.920125378935744
1999_2006,C1220,80+,58.342789084893106
1999_2006,C1221,0-44,49.18311287697231
1999_2006,C1221,45-64,58.84042137794812
1999_2006,C1221,65-79,55.871223607004055
1999_2006,C1221,80+,61.42416616463471
1999_2006,C1222,0-44,48.93482397564777
1999_2006,C1222,45-64,54.982308612842914
1999_2006,C1222,65-79,54.93026483971658
1999_2006,C1222,80+,57.71488714291102
1999_2006,C1223,0-44,51.888733985315056
1999_2006,C1223,45-64,60.405361553969016
1999_2006,C1223,65-79,55.66272302293369
1999_2006,C1223,80+,59.8170020519699
1999_2006,C1224,0-44,51.33753505068972
1999_2006,C1224,45-64,56.951622116669725
1999_2006,C1224,65-79,51.89418912880211
1999_2006,C1224,80+,55.41795473086122
1999_2006,C1225,0-44,50.508149094972666
1999_2006,C1225,45-64,49.03548751021334
1999_2006,C1225,65-79,55.00620402822241
1999_2006,C1225,80+,57.65589066768182
1999_2006,C1226,0-44,46.59896738482253
1999_2006,C1226,45-64,53.714359407251784
1999_2006,C1226,65-79,55.84388074741342
1999_2006,C1226,80+,57.005392935296875
1999_2006,C1227,0-44,46.70464511092019
1999_2006,C1227,45-64,57.10561540596308
1999_2006,C1227,65-79,57.04072109872052
1999_2006,C1227,80+,59.270328105566456
1999_2006,C1228,0-44,54.124549482818104
1999_2006,C1228,45-64,62.07354897859007
1999_2006,C1228,65-79,57.38705252188721
1999_2006,C1228,80+,62.60597899407145
1999_2006,C1229,0-44,47.33469496918373
1999_2006,C1229,45-64,55.36286931891
1999_2006,C1229,65-79,51.707394865698696
1999_2006,C1229,80+,57.49135320982999
1999_2006,C123,0-44,55.556173702844106
1999_2006,C123,45-64,61.73972755004698
1999_2006,C123,65-79,59.74452904050748
1999_2006,C123,80+,60.730477915985055
1999_2006,C1230,0-44,48.3186746708483
1999_2006,C1230,45-64,55.67267679248679
1999_2006,C1230,65-79,56.557912609277366
1999_2006,C1230,80+,58.07990744985237
1999_2006,C1231,0-44,48.34273106590131
1999_2006,C1231,45-64,52.02572786008021
1999_2006,C1231,65-79,53.82202147611823
1999_2006,C1231,80+,55.56147743142343
1999_2006,C1232,0-44,52.99605227670021
1999_2006,C1232,45-64,57.73459808834756
1999_2006,C1232,65-79,48.69670197588298
1999_2006,C1232,80+,59.1215495407401
1999_2006,C1233,0-44,57.197538370622254
1999_2006,C1233,45-64,57.1901267034967
1999_2006,C1233,65-79,55.974796582293635
1999_2006,C1233,80+,57.89693987560868
1999_2006,C1234,0-44,52.26479271119837
1999_2006,C1234,45-64,50.82356557408048
1999_2006,C1234,65-79,50.21984401881251
1999_2006,C1234,80+,54.86371307375824
1999_2006,C1235,0-44,48.63119152900231
1999_2006,C1235,45-64,54.0103894679719
1999_2006,C1235,65-79,53.77362284678891
1999_2006,C1235,80+,58.772254786976234
1999_2006,C1236,0-44,54.13829710325875
1999_2006,C1236,45-64,55.95940403832826
1999_2006,C1236,65-79,53.53909286279186
1999_2006,C1236,80+,56.866888549250625
1999_2006,C1237,0-44,48.282501272785204
1999_2006,C1237,45-64,53.97730344993606
1999_2006,C1237,65-79,53.29138499304092
1999_2006,C1237,80+,56.11500622608906
1999_2006,C1238,0-44,49.322556765126535
1999_2006,C1238,45-64,54.1985976169456
1999_2006,C1238,65-79,52.77262017385095
1999_2006,C1238,80+,60.630613819860535
1999_2006,C1239,0-44,47.55036028553157
1999_2006,C1239,45-64,55.822060619493904
1999_2006,C1239,65-79,57.118329884529935
1999_2006,C1239,80+,58.19390779536054
1999_2006,C124,0-44,59.89361741614235
1999_2006,C124,45-64,62.56828163838028
1999_2006,C124,65-79,60.30803430738629
1999_2006,C124,80+,61.044009080688014
1999_2006,C1240,0-44,46.92899967828921
1999_2006,C1240,45-64,51.74376653651203
1999_2006,C1240,65-79,53.458340549543834
1999_2006,C1240,80+,56.744308333258985
1999_2006,C1241,0-44,50.26049204132824
1999_2006,C1241,45-64,52.187296361147965
1999_2006,C1241,65-79,52.254486168417856
1999_2006,C1241,80+,57.84366090640701
1999_2006,C1242,0-44,45.58618420329821
1999_2006,C1242,45-64,53.1949725853112
1999_2006,C1242,65-79,52.86493003750628
1999_2006,C1242,80+,56.33120901191236
1999_2006,C1243,0-44,53.3236197594953
1999_2006,C1243,45-64,57.85697490382242
1999_2006,C1243,65-79,57.63732943414449
1999_2006,C1243,80+,60.15787297645851
1999_2006,C1244,0-44,50.937528043527706
1999_2006,C1244,45-64,56.82705873969415
1999_2006,C1244,65-79,58.006023172756706
1999_2006,C1244,80+,59.72319146785799
1999_2006,C1245,0-44,48.072199986308384
1999_2006,C1245,45-64,56.528383104206974
1999_2006,C1245,65-79,56.495083700943105
1999_2006,C1245,80+,61.56759828241321
1999_2006,C1246,0-44,51.98971585504773
1999_2006,C1246,45-64,54.51226177422177
1999_2006,C1246,65-79,53.42595648025533
1999_2006,C1246,80+,58.573871305192874
1999_2006,C1247,0-44,54.96444839430693
1999_2006,C1247,45-64,58.099560251715594
1999_2006,C1247,65-79,54.068937553893896
1999_2006,C1247,80+,58.54010037665461
1999_2006,C1248,0-44,51.11055704759192
1999_2006,C1248,45-64,55.442661458299916
1999_2006,C1248,65-79,56.7758290458223
1999_2006,C1248,80+,58.520183003474585
1999_2006,C125,0-44,60.37280433808744
1999_2006,C125,45-64,64.91492707335871
1999_2006,C125,65-79,62.10137327010003
1999_2006,C125,80+,65.28479794285097
1999_2006,C1250,0-44,51.34267128496171
1999_2006,C1250,45-64,56.03305419329894
1999_2006,C1250,65-79,55.74951793770973
1999_2006,C1250,80+,60.10941034494676
1999_2006,C1251,0-44,54.24034878776368
1999_2006,C1251,45-64,50.0738966069703
1999_2006,C1251,65-79,52.339000652408565
1999_2006,C1251,80+,59.654252264083475
1999_2006,C1252,0-44,49.6167283032427
1999_2006,C1252,45-64,51.60656811049575
1999_2006,C1252,65-79,49.3955437350959
1999_2006,C1252,80+,57.540092108830905
1999_2006,C1254,0-44,53.75209262628096
1999_2006,C1254,45-64,57.50412872890686
1999_2006,C1254,65-79,57.3581740304763
1999_2006,C1254,80+,59.983781186444546
1999_2006,C1255,0-44,52.02559032624621
1999_2006,C1255,45-64,54.20759002481615
1999_2006,C1255,65-79,54.317374675674074
1999_2006,C1255,80+,58.17027464627182
1999_2006,C1256,0-44,52.41884558088581
1999_2006,C1256,45-64,57.306947267986104
1999_2006,C1256,65-79,53.15593556733208
1999_2006,C1256,80+,57.353195724525555
1999_2006,C1257,0-44,47.166821376411406
1999_2006,C1257,45-64,57.89844632950651
1999_2006,C1257,65-79,59.29168734720785
1999_2006,C1257,80+,61.51966170705241
1999_2006,C1258,0-44,51.079187404131
1999_2006,C1258,45-64,57.479262671507946
1999_2006,C1258,65-79,55.31572546434878
1999_2006,C1258,80+,58.19241679902813
1999_2006,C1259,0-44,51.478507419941295
1999_2006,C1259,45-64,56.108769623966936
1999_2006,C1259,65-79,59.89622983519363
1999_2006,C1259,80+,60.08433242601583
