period,cluster,cluster_deaths,n_counties
2013_2019,34CS009,3746,1
2013_2019,34CS010,832,1
2013_2019,34CS011,2860,1
2013_2019,34CS012,5826,1
2013_2019,34CS013,5368,1
2013_2019,34CS014,3776,1
2013_2019,34CS015,7154,1
2013_2019,34CS016,3660,1
2013_2019,34CS017,731,1
2013_2019,34CS018,2314,1
2013_2019,34CS019,1201,1
2013_2019,34CS020,3850,1
2013_2019,34CS021,1019,1
2013_2019,35CS001,5524,1
2013_2019,35CS002,1344,4
2013_2019,35CS003,621,1
2013_2019,35CS004,540,2
2013_2019,35CS005,1593,1
2013_2019,35CS006,567,1
2013_2019,35CS007,668,3
2013_2019,35CS008,542,5
2013_2019,35CS009,536,1
2013_2019,35CS010,1282,2
2013_2019,35CS011,623,1
2013_2019,35CS012,528,5
2013_2019,35CS013,645,1
2013_2019,35CS014,676,2
2013_2019,35CS015,1139,1
2013_2019,35CS016,1007,1
2013_2019,36CS001,3132,2
2013_2019,36CS002,1516,2
2013_2019,36CS003,9320,1
2013_2019,36CS004,2133,1
2013_2019,36CS005,1230,2
2013_2019,36CS006,765,1
2013_2019,36CS007,1472,1
2013_2019,36CS008,952,1
2013_2019,36CS009,1065,2
2013_2019,36CS010,717,1
2013_2019,36CS011,675,1
2013_2019,36CS012,786,2
2013_2019,36CS013,2439,1
2013_2019,36CS014,9604,1
2013_2019,36CS015,870,2
2013_2019,36CS016,1165,3
2013_2019,36CS017,1020,2
2013_2019,36CS018,711,1
2013_2019,36CS019,1192,2
2013_2019,36CS020,15584,1
2013_2019,36CS021,548,1
2013_2019,36CS022,588,1
2013_2019,36CS023,6600,1
2013_2019,36CS024,10969,1
2013_2019,36CS025,9786,1
2013_2019,36CS026,2399,1
2013_2019,36CS027,2494,1
2013_2019,36CS028,4198,1
2013_2019,36CS029,1008,1
2013_2019,36CS030,2709,1
2013_2019,36CS031,1081,1
2013_2019,36CS032,591,1
2013_2019,36CS033,637,1
2013_2019,36CS034,14097,1
2013_2019,36CS035,1519,1
2013_2019,36CS036,3670,1
2013_2019,36CS037,2226,1
2013_2019,36CS038,1793,1
2013_2019,36CS039,1566,1
2013_2019,36CS040,846,3
2013_2019,36CS041,982,1
2013_2019,36CS042,12187,1
2013_2019,36CS043,716,1
2013_2019,36CS044,459,1
2013_2019,36CS045,678,1
2013_2019,36CS046,1694,1
2013_2019,36CS047,696,1
2013_2019,36CS048,603,1
2013_2019,36CS049,900,1
2013_2019,36CS050,7196,1
2013_2019,37CS001,1633,1
2013_2019,37CS002,2025,2
2013_2019,37CS003,999,4
2013_2019,37CS004,868,2
2013_2019,37CS005,1053,3
2013_2019,37CS006,1078,2
2013_2019,37CS007,1458,1
2013_2019,37CS008,2763,2
2013_2019,37CS009,1060,1
2013_2019,37CS010,1542,1
2013_2019,37CS011,1001,1
2013_2019,37CS012,725,3
2013_2019,37CS013,727,1
2013_2019,37CS014,732,2
2013_2019,37CS015,1258,2
2013_2019,37CS016,855,4
2013_2019,37CS017,1206,1
2013_2019,37CS018,1032,1
2013_2019,37CS019,2492,1
2013_2019,37CS020,599,4
2013_2019,37CS021,1695,1
2013_2019,37CS022,894,2
2013_2019,37CS023,1110,2
2013_2019,37CS024,2026,1
2013_2019,37CS025,674,1
2013_2019,37CS026,3819,2
2013_2019,37CS027,862,2
2013_2019,37CS028,2293,1
2013_2019,37CS029,979,5
2013_2019,37CS030,1052,2
2013_2019,37CS031,1031,3
2013_2019,37CS032,4311,1
2013_2019,37CS033,860,2
2013_2019,37CS034,973,1
2013_2019,37CS035,755,1
2013_2019,37CS036,1332,1
2013_2019,37CS037,721,2
2013_2019,37CS038,1554,1
2013_2019,37CS039,1310,3
2013_2019,37CS040,1456,1
2013_2019,37CS041,801,1
2013_2019,37CS042,955,3
2013_2019,37CS043,5870,1
2013_2019,37CS044,1336,2
2013_2019,37CS045,1010,1
2013_2019,37CS046,1794,1
2013_2019,37CS047,1080,1
2013_2019,37CS048,777,1
2013_2019,37CS049,1230,1
2013_2019,37CS050,1169,2
2013_2019,37CS051,1502,1
2013_2019,37CS052,1410,1
2013_2019,37CS053,1123,1
2013_2019,37CS054,1571,1
2013_2019,37CS055,684,1
2013_2019,37CS056,691,1
2013_2019,37CS057,880,1
2013_2019,37CS058,1400,1
2013_2019,37CS059,5344,1
2013_2019,37CS060,1200,1
2013_2019,37CS061,850,1
2013_2019,37CS062,908,1
2013_2019,38CS001,623,4
2013_2019,38CS002,815,2
2013_2019,38CS003,1110,1
2013_2019,38CS004,569,9
2013_2019,38CS005,499,1
2013_2019,38CS006,725,9
2013_2019,38CS007,691,9
2013_2019,38CS008,656,9
2013_2019,38CS009,542,9
2013_2019,39CS001,837,2
2013_2019,39CS002,1490,2
2013_2019,39CS003,552,1
2013_2019,39CS004,1179,1
2013_2019,39CS005,776,2
2013_2019,39CS006,913,1
2013_2019,39CS007,3357,1
2013_2019,39CS008,4537,2
2013_2019,39CS009,1319,3
2013_2019,39CS010,1743,1
2013_2019,39CS011,1686,1
2013_2019,39CS012,1315,3
2013_2019,39CS013,1270,1
2013_2019,39CS014,1811,3
2013_2019,39CS015,2017,2
2013_2019,39CS016,13650,1
2013_2019,39CS017,1095,2
2013_2019,39CS018,801,2
2013_2019,39CS019,1036,1
2013_2019,39CS020,959,1
2013_2019,39CS021,1274,1
2013_2019,39CS022,9545,1
2013_2019,39CS023,731,2
2013_2019,39CS024,658,2
2013_2019,39CS025,881,1
2013_2019,39CS026,1478,1
2013_2019,39CS027,984,4
2013_2019,39CS028,7658,1
2013_2019,39CS029,781,1
2013_2019,39CS030,569,2
2013_2019,39CS031,1328,2
2013_2019,39CS032,1467,2
2013_2019,39CS033,595,1
2013_2019,39CS034,890,3
2013_2019,39CS035,874,1
2013_2019,39CS036,903,2
2013_2019,39CS037,2441,1
2013_2019,39CS038,818,1
2013_2019,39CS039,1609,1
2013_2019,39CS040,3103,1
2013_2019,39CS041,4827,2
2013_2019,39CS042,985,2
2013_2019,39CS043,2994,1
2013_2019,39CS044,735,1
2013_2019,39CS045,1518,1
2013_2019,39CS046,854,2
2013_2019,39CS047,1125,1
2013_2019,39CS048,6060,1
2013_2019,39CS049,847,3
2013_2019,39CS050,1447,1
2013_2019,39CS051,806,1
2013_2019,39CS052,645,1
2013_2019,39CS053,991,1
2013_2019,39CS054,578,1
2013_2019,39CS055,5908,1
2013_2019,39CS056,2572,1
2013_2019,39CS057,1687,1
2013_2019,39CS058,713,1
2013_2019,39CS059,1194,1
2013_2019,40CS001,1266,3
2013_2019,40CS002,905,4
2013_2019,40CS003,732,4
2013_2019,40CS004,896,2
2013_2019,40CS005,992,1
2013_2019,40CS006,952,3
2013_2019,40CS007,771,3
2013_2019,40CS008,1950,1
2013_2019,40CS009,1031,1
2013_2019,40CS010,717,3
2013_2019,40CS011,680,2
2013_2019,40CS012,882,1
2013_2019,40CS013,982,2
2013_2019,40CS014,658,1
2013_2019,40CS015,855,3
2013_2019,40CS016,651,2
2013_2019,40CS017,1515,4
2013_2019,40CS018,930,3
2013_2019,40CS019,732,2
2013_2019,40CS020,609,6
2013_2019,40CS021,1215,2
2013_2019,40CS022,874,3
2013_2019,40CS023,747,2
2013_2019,40CS024,703,2
2013_2019,40CS025,7107,1
2013_2019,40CS026,537,6
2013_2019,40CS027,6201,2
2013_2019,40CS028,807,1
2013_2019,40CS029,867,1
2013_2019,40CS030,637,5
2013_2019,40CS031,631,1
2013_2019,41CS001,716,4
2013_2019,41CS002,579,1
2013_2019,41CS003,3319,1
2013_2019,41CS004,1243,3
2013_2019,41CS005,3760,2
2013_2019,41CS006,1218,2
2013_2019,41CS007,1442,1
2013_2019,41CS008,1358,1
2013_2019,41CS009,760,4
2013_2019,41CS010,2361,1
2013_2019,41CS011,1159,1
2013_2019,41CS012,775,1
2013_2019,41CS013,3515,1
2013_2019,41CS014,1271,1
2013_2019,41CS015,2714,1
2013_2019,41CS016,5617,1
2013_2019,41CS017,686,1
2013_2019,41CS018,1548,8
2013_2019,41CS019,894,1
2013_2019,42CS001,1024,1
2013_2019,42CS002,13483,1
2013_2019,42CS003,843,1
2013_2019,42CS004,2188,1
2013_2019,42CS005,675,2
2013_2019,42CS006,3900,1
2013_2019,42CS007,1532,1
2013_2019,42CS008,735,2
2013_2019,42CS009,5952,1
2013_2019,42CS010,1968,1
2013_2019,42CS011,1896,1
2013_2019,42CS012,800,1
2013_2019,42CS013,972,1
2013_2019,42CS014,3838,1
2013_2019,42CS015,991,2
2013_2019,42CS016,920,1
2013_2019,42CS017,1046,3
2013_2019,42CS018,700,1
2013_2019,42CS019,1010,1
2013_2019,42CS020,2777,2
2013_2019,42CS021,2432,1
2013_2019,42CS022,5404,1
2013_2019,42CS023,2795,1
2013_2019,42CS024,2185,2
2013_2019,42CS025,1529,1
2013_2019,42CS026,1289,3
2013_2019,42CS027,931,1
2013_2019,42CS028,2975,2
2013_2019,42CS029,4939,1
2013_2019,42CS030,1194,1
2013_2019,42CS031,1498,1
2013_2019,42CS032,3295,1
2013_2019,42CS033,4030,1
2013_2019,42CS034,1320,1
2013_2019,42CS035,1581,5
2013_2019,42CS036,1451,1
2013_2019,42CS037,1915,2
2013_2019,42CS038,7386,1
2013_2019,42CS039,1400,2
2013_2019,42CS040,2939,1
2013_2019,42CS041,13953,1
2013_2019,42CS042,1876,1
2013_2019,42CS043,749,2
2013_2019,42CS044,990,1
2013_2019,42CS045,1118,2
2013_2019,42CS046,673,1
2013_2019,42CS047,2477,1
2013_2019,42CS048,4381,1
2013_2019,42CS049,4084,1
2013_2019,44CS001,512,1
2013_2019,44CS002,1706,1
2013_2019,44CS003,811,1
2013_2019,44CS004,5706,1
2013_2019,44CS005,1186,1
2013_2019,45CS001,1255,3
2013_2019,45CS002,1976,2
2013_2019,45CS003,569,3
2013_2019,45CS004,2121,1
2013_2019,45CS005,1609,1
2013_2019,45CS006,1474,1
2013_2019,45CS007,1293,2
2013_2019,45CS008,3206,1
2013_2019,45CS009,625,1
2013_2019,45CS010,704,2
2013_2019,45CS011,899,2
2013_2019,45CS012,782,2
2013_2019,45CS013,1008,3
2013_2019,45CS014,862,1
2013_2019,45CS015,819,2
2013_2019,45CS016,1121,1
2013_2019,45CS017,1497,1
2013_2019,45CS018,776,1
2013_2019,45CS019,4192,1
2013_2019,45CS020,3369,1
2013_2019,45CS021,928,2
2013_2019,45CS022,912,1
2013_2019,45CS023,826,1
2013_2019,45CS024,2533,1
2013_2019,45CS025,1054,3
2013_2019,45CS026,937,1
2013_2019,45CS027,1172,1
2013_2019,45CS028,3102,1
2013_2019,45CS029,3092,1
2013_2019,45CS030,1091,1
2013_2019,45CS031,2033,1
2013_2019,46CS001,676,7
2013_2019,46CS002,566,4
2013_2019,46CS003,590,7
2013_2019,46CS004,1634,2
2013_2019,46CS005,548,8
2013_2019,46CS006,558,13
2013_2019,46CS007,711,5
2013_2019,46CS008,700,8
2013_2019,46CS009,839,1
2013_2019,46CS010,543,10
2013_2019,47CS001,983,1
2013_2019,47CS002,1002,3
2013_2019,47CS003,1166,3
2013_2019,47CS004,1016,4
2013_2019,47CS005,2050,2
2013_2019,47CS006,1272,2
2013_2019,47CS007,1343,4
2013_2019,47CS008,928,3
2013_2019,47CS009,1278,3
2013_2019,47CS010,927,2
2013_2019,47CS011,1239,2
2013_2019,47CS012,1124,2
2013_2019,47CS013,1140,2
2013_2019,47CS014,1062,3
2013_2019,47CS015,1061,2
2013_2019,47CS016,5317,1
2013_2019,47CS017,755,4
2013_2019,47CS018,842,3
2013_2019,47CS019,697,2
2013_2019,47CS020,694,2
2013_2019,47CS021,1053,2
2013_2019,47CS022,915,1
2013_2019,47CS023,714,3
2013_2019,47CS024,3510,1
2013_2019,47CS025,752,2
2013_2019,47CS026,716,1
2013_2019,47CS027,780,4
2013_2019,47CS028,1201,3
2013_2019,47CS029,4474,2
2013_2019,47CS030,711,2
2013_2019,47CS031,902,1
2013_2019,47CS032,1399,3
2013_2019,47CS033,1275,1
2013_2019,47CS034,965,2
2013_2019,47CS035,848,5
2013_2019,47CS036,719,2
2013_2019,47CS037,637,1
2013_2019,47CS038,1889,1
2013_2019,47CS039,1088,1
2013_2019,47CS040,8231,1
2013_2019,47CS041,2030,1
2013_2019,47CS042,1520,1
2013_2019,47CS043,585,1
2013_2019,47CS044,1453,1
2013_2019,47CS045,1204,1
2013_2019,47CS046,1067,1
2013_2019,48CS001,909,2
2013_2019,48CS002,855,1
2013_2019,48CS003,635,3
2013_2019,48CS004,1399,2
2013_2019,48CS005,517,3
2013_2019,48CS006,665,2
2013_2019,48CS007,1306,3
2013_2019,48CS008,1032,2
2013_2019,48CS009,490,3
2013_2019,48CS010,2179,1
2013_2019,48CS011,13335,2
2013_2019,48CS012,806,3
2013_2019,48CS013,1686,4
2013_2019,48CS014,2270,1
2013_2019,48CS015,1743,4
2013_2019,48CS016,728,3
2013_2019,48CS017,978,3
2013_2019,48CS018,779,5
2013_2019,48CS019,2613,1
2013_2019,48CS020,1085,2
2013_2019,48CS021,1135,2
2013_2019,48CS022,804,3
2013_2019,48CS023,4211,1
2013_2019,48CS024,1129,1
2013_2019,48CS025,631,3
2013_2019,48CS026,451,1
2013_2019,48CS027,429,4
2013_2019,48CS028,514,4
2013_2019,48CS029,15580,1
2013_2019,48CS030,3454,1
2013_2019,48CS031,518,3
2013_2019,48CS032,730,5
2013_2019,48CS033,743,17
2013_2019,48CS034,1223,1
2013_2019,48CS035,1161,1
2013_2019,48CS036,5195,1
2013_2019,48CS037,649,3
2013_2019,48CS038,1202,3
2013_2019,48CS039,3444,2
2013_2019,48CS040,1194,4
2013_2019,48CS041,895,4
2013_2019,48CS042,641,7
2013_2019,48CS043,2731,1
2013_2019,48CS044,1419,1
2013_2019,48CS045,1282,1
2013_2019,48CS046,1085,1
2013_2019,48CS047,1530,2
2013_2019,48CS048,25330,1
2013_2019,48CS049,1149,2
2013_2019,48CS050,1036,1
2013_2019,48CS051,1049,1
2013_2019,48CS052,4278,1
2013_2019,48CS053,1793,2
2013_2019,48CS054,1594,6
2013_2019,48CS055,1431,2
2013_2019,48CS056,1268,4
2013_2019,48CS057,986,3
2013_2019,48CS058,603,2
2013_2019,48CS059,2352,1
2013_2019,48CS060,1416,1
2013_2019,48CS061,932,1
2013_2019,48CS062,459,3
2013_2019,48CS063,1250,5
2013_2019,48CS064,2374,1
2013_2019,48CS065,883,3
2013_2019,48CS066,2091,1
2013_2019,48CS067,1190,18
2013_2019,48CS068,1058,1
2013_2019,48CS069,3582,1
2013_2019,48CS070,564,8
2013_2019,48CS071,579,7
2013_2019,48CS072,2892,1
2013_2019,48CS073,1296,3
2013_2019,48CS074,1220,1
2013_2019,48CS075,775,2
2013_2019,48CS076,1047,1
2013_2019,48CS077,601,1
2013_2019,48CS078,950,8
2013_2019,48CS079,1365,5
2013_2019,48CS080,2065,1
2013_2019,48CS081,388,1
2013_2019,48CS082,12526,1
2013_2019,48CS083,1345,1
2013_2019,48CS084,1056,1
2013_2019,48CS085,5491,1
2013_2019,48CS086,822,1
2013_2019,48CS087,1326,1
2013_2019,48CS088,723,7
2013_2019,48CS089,697,12
2013_2019,48CS090,2553,1
2013_2019,49CS001,448,3
2013_2019,49CS002,950,3
2013_2019,49CS003,606,4
2013_2019,49CS004,1787,1
2013_2019,49CS005,640,3
2013_2019,49CS006,383,3
2013_2019,49CS007,6512,1
2013_2019,49CS008,2398,1
2013_2019,49CS009,1272,1
2013_2019,49CS010,613,8
2013_2019,49CS011,1675,1
2013_2019,50CS001,1476,2
2013_2019,50CS002,901,2
2013_2019,50CS003,705,3
2013_2019,50CS004,459,2
2013_2019,50CS005,1026,3
2013_2019,50CS006,705,1
2013_2019,50CS007,587,1
2013_2019,51CS001,544,2
2013_2019,51CS002,1403,3
2013_2019,51CS003,705,1
2013_2019,51CS004,759,5
2013_2019,51CS005,667,4
2013_2019,51CS006,1357,3
2013_2019,51CS007,736,2
2013_2019,51CS008,965,1
2013_2019,51CS009,1730,3
2013_2019,51CS010,760,1
2013_2019,51CS011,863,3
2013_2019,51CS012,1535,4
2013_2019,51CS013,672,4
2013_2019,51CS014,694,3
2013_2019,51CS015,3113,4
2013_2019,51CS016,1756,1
2013_2019,51CS017,2902,3
2013_2019,51CS018,1044,3
2013_2019,51CS019,1942,4
2013_2019,51CS020,626,3
2013_2019,51CS021,767,2
2013_2019,51CS022,5383,2
2013_2019,51CS023,993,3
2013_2019,51CS024,933,2
2013_2019,51CS025,976,2
2013_2019,51CS026,1377,2
2013_2019,51CS027,951,1
2013_2019,51CS028,1227,3
2013_2019,51CS029,790,1
2013_2019,51CS030,1321,7
2013_2019,51CS031,1202,4
2013_2019,51CS032,1329,1
2013_2019,51CS033,715,2
2013_2019,51CS035,1967,1
2013_2019,51CS036,793,2
2013_2019,51CS037,1385,1
2013_2019,51CS038,1012,1
2013_2019,51CS039,478,2
2013_2019,51CS040,2023,1
2013_2019,51CS041,515,2
2013_2019,51CS042,1800,1
2013_2019,51CS043,1200,1
2013_2019,51CS044,978,1
2013_2019,51CS045,1082,5
2013_2019,51CS046,1116,1
2013_2019,51CS047,701,1
2013_2019,51CS048,751,1
2013_2019,51CS049,3015,1
2013_2019,51CS050,884,2
2013_2019,51CS051,920,5
2013_2019,51CS052,1927,1
2013_2019,53CS001,792,2
2013_2019,53CS002,553,3
2013_2019,53CS003,1805,2
2013_2019,53CS004,968,2
2013_2019,53CS005,1407,2
2013_2019,53CS006,3418,1
2013_2019,53CS007,614,2
2013_2019,53CS008,1484,4
2013_2019,53CS009,729,2
2013_2019,53CS010,782,4
2013_2019,53CS011,1811,3
2013_2019,53CS012,763,1
2013_2019,53CS013,12696,1
2013_2019,53CS014,2231,1
2013_2019,53CS015,877,1
2013_2019,53CS016,6560,1
2013_2019,53CS017,1307,2
2013_2019,53CS018,5273,1
2013_2019,53CS019,4285,1
2013_2019,53CS020,2101,1
2013_2019,53CS021,1648,1
2013_2019,53CS022,1987,1
2013_2019,54CS001,750,4
2013_2019,54CS002,1656,3
2013_2019,54CS003,1381,2
2013_2019,54CS004,787,4
2013_2019,54CS005,782,2
2013_2019,54CS006,1785,2
2013_2019,54CS007,1191,4
2013_2019,54CS008,804,3
2013_2019,54CS009,931,5
2013_2019,54CS010,1039,2
2013_2019,54CS011,1032,5
2013_2019,54CS012,2461,1
2013_2019,54CS013,1122,3
2013_2019,54CS014,694,1
2013_2019,54CS015,905,2
2013_2019,54CS016,662,2
2013_2019,54CS017,863,1
2013_2019,54CS018,1082,2
2013_2019,54CS019,608,1
2013_2019,54CS020,654,5
2013_2019,54CS021,1012,1
2013_2019,55CS001,1279,4
2013_2019,55CS002,996,4
2013_2019,55CS003,940,3
2013_2019,55CS004,1959,1
2013_2019,55CS005,629,4
2013_2019,55CS006,618,2
2013_2019,55CS007,1856,2
2013_2019,55CS008,841,2
2013_2019,55CS009,508,2
2013_2019,55CS010,553,1
2013_2019,55CS011,828,3
2013_2019,55CS012,3149,1
2013_2019,55CS013,865,1
2013_2019,55CS014,1382,3
2013_2019,55CS015,1191,2
2013_2019,55CS016,1159,4
2013_2019,55CS017,946,1
2013_2019,55CS018,690,3
2013_2019,55CS019,695,3
2013_2019,55CS020,870,3
2013_2019,55CS021,675,1
2013_2019,55CS022,1345,1
2013_2019,55CS023,983,1
2013_2019,55CS024,1086,4
2013_2019,55CS025,1221,1
2013_2019,55CS026,8154,1
2013_2019,55CS027,1428,1
2013_2019,55CS028,792,1
2013_2019,55CS029,932,2
2013_2019,55CS030,533,1
2013_2019,55CS031,1831,1
2013_2019,55CS032,1500,1
2013_2019,55CS033,605,1
2013_2019,55CS034,1122,1
2013_2019,55CS035,865,1
2013_2019,55CS036,1154,1
2013_2019,55CS037,3393,1
2013_2019,55CS038,710,1
2013_2019,55CS039,750,1
2013_2019,56CS001,575,4
2013_2019,56CS002,713,4
2013_2019,56CS003,822,1
2013_2019,56CS004,698,1
2013_2019,56CS005,775,5
2013_2019,56CS006,707,6
2013_2019,56CS007,448,2
2013_2019,NA,219,3
2020_2022,01CS001,1166,2
2020_2022,01CS002,1132,1
2020_2022,01CS003,440,4
2020_2022,01CS004,352,1
2020_2022,01CS005,576,5
2020_2022,01CS006,664,1
2020_2022,01CS007,323,2
2020_2022,01CS008,526,2
2020_2022,01CS009,573,3
2020_2022,01CS010,259,3
2020_2022,01CS011,394,3
2020_2022,01CS012,660,3
2020_2022,01CS013,704,3
2020_2022,01CS014,317,1
2020_2022,01CS015,477,1
2020_2022,01CS016,804,2
2020_2022,01CS017,295,2
2020_2022,01CS018,372,1
2020_2022,01CS019,675,1
2020_2022,01CS020,566,4
2020_2022,01CS021,432,5
2020_2022,01CS022,310,1
2020_2022,01CS023,3218,1
2020_2022,01CS024,513,1
2020_2022,01CS025,837,2
2020_2022,01CS026,530,1
2020_2022,01CS027,439,1
2020_2022,01CS028,385,2
2020_2022,01CS029,1422,1
2020_2022,01CS030,513,1
2020_2022,01CS031,1994,1
2020_2022,01CS032,721,1
2020_2022,01CS033,443,1
2020_2022,01CS034,807,1
2020_2022,01CS035,614,2
2020_2022,02CS001,834,1
2020_2022,02CS002,223,1
2020_2022,02CS003,305,1
2020_2022,02CS004,141,6
2020_2022,02CS005,203,3
2020_2022,02CS006,318,5
2020_2022,04CS001,428,1
2020_2022,04CS002,979,4
2020_2022,04CS003,439,1
2020_2022,04CS004,357,1
2020_2022,04CS005,2331,2
2020_2022,04CS006,15474,1
2020_2022,04CS007,1612,1
2020_2022,04CS008,628,1
2020_2022,04CS009,4647,1
2020_2022,04CS010,1800,1
2020_2022,05CS001,336,4
2020_2022,05CS002,250,3
2020_2022,05CS003,420,2
2020_2022,05CS004,921,1
2020_2022,05CS005,444,3
2020_2022,05CS006,287,4
2020_2022,05CS007,324,4
2020_2022,05CS008,322,2
2020_2022,05CS009,331,2
2020_2022,05CS010,632,4
2020_2022,05CS011,291,3
2020_2022,05CS012,423,1
2020_2022,05CS013,314,1
2020_2022,05CS014,242,1
2020_2022,05CS015,422,4
2020_2022,05CS016,491,1
2020_2022,05CS017,371,3
2020_2022,05CS018,635,1
2020_2022,05CS019,310,4
2020_2022,05CS020,325,3
2020_2022,05CS021,397,1
2020_2022,05CS022,306,1
2020_2022,05CS023,215,1
2020_2022,05CS024,404,5
2020_2022,05CS025,265,1
2020_2022,05CS026,1701,1
2020_2022,05CS027,535,1
2020_2022,05CS028,591,1
2020_2022,05CS029,510,5
2020_2022,05CS030,457,5
2020_2022,05CS031,756,1
2020_2022,05CS032,401,1
2020_2022,06CS001,4194,1
2020_2022,06CS002,565,5
2020_2022,06CS003,868,1
2020_2022,06CS004,426,2
2020_2022,06CS005,3441,1
2020_2022,06CS006,791,3
2020_2022,06CS007,680,1
2020_2022,06CS008,3402,1
2020_2022,06CS009,423,2
2020_2022,06CS010,617,1
2020_2022,06CS011,2911,1
2020_2022,06CS012,422,1
2020_2022,06CS013,241,3
2020_2022,06CS014,30367,1
2020_2022,06CS015,533,1
2020_2022,06CS016,841,1
2020_2022,06CS017,400,2
2020_2022,06CS018,407,1
2020_2022,06CS019,797,1
2020_2022,06CS020,313,2
2020_2022,06CS021,1141,1
2020_2022,06CS022,489,1
2020_2022,06CS023,432,1
2020_2022,06CS024,9018,1
2020_2022,06CS025,1461,1
2020_2022,06CS026,8274,1
2020_2022,06CS027,5128,1
2020_2022,06CS028,171,1
2020_2022,06CS029,7250,1
2020_2022,06CS030,9532,1
2020_2022,06CS031,2462,1
2020_2022,06CS032,2587,1
2020_2022,06CS033,992,1
2020_2022,06CS034,1931,1
2020_2022,06CS035,1364,1
2020_2022,06CS036,4307,1
2020_2022,06CS037,763,1
2020_2022,06CS038,981,1
2020_2022,06CS039,1508,1
2020_2022,06CS040,1767,1
2020_2022,06CS041,2025,1
2020_2022,06CS042,354,1
2020_2022,06CS043,1535,1
2020_2022,06CS044,2561,1
2020_2022,06CS045,615,1
2020_2022,06CS046,262,1
2020_2022,08CS001,9029,1
2020_2022,08CS004,151,3
2020_2022,08CS005,282,3
2020_2022,08CS006,367,2
2020_2022,08CS008,758,1
2020_2022,08CS009,211,6
2020_2022,08CS010,2296,1
2020_2022,08CS011,182,2
2020_2022,08CS012,182,9
2020_2022,08CS014,314,2
2020_2022,08CS015,987,1
2020_2022,08CS016,287,4
2020_2022,08CS017,736,1
2020_2022,08CS018,187,5
2020_2022,08CS019,192,5
2020_2022,08CS020,871,1
2020_2022,08CS021,257,5
2020_2022,08CS022,266,6
2020_2022,09CS001,2995,1
2020_2022,09CS002,3479,1
2020_2022,09CS003,780,1
2020_2022,09CS004,637,1
2020_2022,09CS005,3395,1
2020_2022,09CS006,1118,1
2020_2022,09CS007,447,1
2020_2022,09CS008,499,1
2020_2022,10CS001,797,1
2020_2022,10CS002,2205,1
2020_2022,10CS003,1313,1
2020_2022,11CS001,2122,1
2020_2022,12CS001,840,1
2020_2022,12CS002,378,3
2020_2022,12CS003,855,1
2020_2022,12CS004,3319,1
2020_2022,12CS005,6685,1
2020_2022,12CS006,1264,1
2020_2022,12CS007,1248,1
2020_2022,12CS008,945,1
2020_2022,12CS009,1678,1
2020_2022,12CS010,400,1
2020_2022,12CS011,302,2
2020_2022,12CS012,435,3
2020_2022,12CS013,3955,1
2020_2022,12CS014,1675,1
2020_2022,12CS015,3827,2
2020_2022,12CS016,1149,2
2020_2022,12CS017,493,3
2020_2022,12CS018,376,3
2020_2022,12CS019,1228,1
2020_2022,12CS020,748,1
2020_2022,12CS021,4931,1
2020_2022,12CS022,473,2
2020_2022,12CS023,1044,1
2020_2022,12CS024,426,2
2020_2022,12CS025,315,3
2020_2022,12CS026,2024,1
2020_2022,12CS027,3416,1
2020_2022,12CS028,403,5
2020_2022,12CS029,1909,1
2020_2022,12CS030,2483,1
2020_2022,12CS031,888,1
2020_2022,12CS032,9343,1
2020_2022,12CS033,328,1
2020_2022,12CS034,391,1
2020_2022,12CS035,840,1
2020_2022,12CS036,3913,1
2020_2022,12CS037,1184,1
2020_2022,12CS038,6568,1
2020_2022,12CS039,2727,1
2020_2022,12CS040,5131,1
2020_2022,12CS041,3514,1
2020_2022,12CS042,458,1
2020_2022,12CS043,705,1
2020_2022,12CS044,2598,1
2020_2022,12CS045,1609,1
2020_2022,12CS046,945,1
2020_2022,12CS047,1583,1
2020_2022,12CS048,1001,1
2020_2022,13CS001,436,4
2020_2022,13CS002,422,4
2020_2022,13CS003,260,2
2020_2022,13CS004,268,2
2020_2022,13CS005,605,2
2020_2022,13CS006,461,1
2020_2022,13CS007,961,2
2020_2022,13CS008,314,4
2020_2022,13CS009,454,3
2020_2022,13CS010,331,2
2020_2022,13CS011,320,2
2020_2022,13CS012,253,1
2020_2022,13CS013,484,4
2020_2022,13CS014,382,3
2020_2022,13CS015,272,8
2020_2022,13CS016,239,2
2020_2022,13CS017,395,4
2020_2022,13CS018,560,2
2020_2022,13CS019,306,1
2020_2022,13CS020,1168,1
2020_2022,13CS021,632,3
2020_2022,13CS022,962,2
2020_2022,13CS023,626,3
2020_2022,13CS024,906,1
2020_2022,13CS025,2068,1
2020_2022,13CS026,359,2
2020_2022,13CS027,608,2
2020_2022,13CS028,534,1
2020_2022,13CS029,489,4
2020_2022,13CS030,327,4
2020_2022,13CS031,395,3
2020_2022,13CS032,318,3
2020_2022,13CS033,2176,1
2020_2022,13CS034,560,2
2020_2022,13CS035,458,1
2020_2022,13CS036,510,4
2020_2022,13CS037,390,1
2020_2022,13CS038,767,2
2020_2022,13CS039,579,1
2020_2022,13CS040,452,3
2020_2022,13CS041,3166,1
2020_2022,13CS042,383,2
2020_2022,13CS043,504,2
2020_2022,13CS044,2071,1
2020_2022,13CS045,727,1
2020_2022,13CS046,385,4
2020_2022,13CS047,408,2
